cat_level_1,cat_level_2,cat_level_3,ym,median,mean,n,q25,q75,median_pct,q25_pct,q75_pct
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1404-01,1.0,1.0,66,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1404-02,1.0,1.1168,66,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1404-03,1.0,1.0826,66,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1404-04,1.0,1.0483,66,1.0,1.0481,100.0,100.0,104.81
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1404-05,1.0,1.065,66,1.0,1.0891,100.0,100.0,108.91
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1404-06,1.0,1.0819,66,1.0,1.1226,100.0,100.0,112.26
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1404-07,1.0156,1.1144,66,1.0,1.1815,101.56,100.0,118.15
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1404-08,1.1081,1.1406,66,1.0,1.2333,110.81,100.0,123.33000000000001
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1404-09,1.0677,1.1908,66,1.0,1.2612,106.77000000000001,100.0,126.12
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1404-10,1.1336,1.2294,66,1.0,1.2867,113.36,100.0,128.67
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1404-11,1.2666,1.3393,66,1.0189,1.4352,126.66,101.88999999999999,143.52
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1404-12,1.3362,1.4223,66,1.0678,1.5752,133.62,106.78,157.51999999999998
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1405-01,1.5063,1.5859,66,1.1565,1.7073,150.63,115.65,170.73000000000002
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1405-02,1.5998,1.7581,66,1.3351,1.9459,159.98000000000002,133.51,194.59
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1405-03,1.7823,1.8782,66,1.4043,2.0907,178.23,140.43,209.07
مواد-غذایی,کنسرو-و-غذای-آماده,نودل,1405-04,1.8038,1.8847,66,1.4106,2.0717,180.38,141.06,207.17
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1404-01,1.0,1.0,66,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1404-02,1.0,1.0141,66,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1404-03,1.0,1.027,66,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1404-04,1.0,1.0627,66,1.0,1.0618,100.0,100.0,106.18
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1404-05,1.0,1.0689,66,1.0,1.08,100.0,100.0,108.0
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1404-06,1.0,1.0643,66,1.0,1.1112,100.0,100.0,111.11999999999999
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1404-07,1.0265,1.1069,66,1.0,1.1909,102.64999999999999,100.0,119.09
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1404-08,1.0539,1.1051,66,1.0,1.2129,105.39,100.0,121.29
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1404-09,1.0539,1.3086,66,1.0,1.2542,105.39,100.0,125.42
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1404-10,1.1061,1.3584,66,1.0,1.368,110.61000000000001,100.0,136.8
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1404-11,1.2564,1.4335,66,1.0,1.6363,125.64,100.0,163.63
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1404-12,1.4062,1.5026,66,1.0,1.7863,140.61999999999998,100.0,178.63
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1405-01,1.5462,1.5483,66,1.0864,1.8736,154.62,108.64,187.35999999999999
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1405-02,1.6651,1.6615,66,1.1208,2.06,166.51,112.08,206.0
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1405-03,1.8211,1.8252,66,1.3026,2.1873,182.10999999999999,130.26,218.73
مواد-غذایی,کنسرو-و-غذای-آماده,کنسرویجات,1405-04,1.8646,1.8397,66,1.3026,2.2259,186.46,130.26,222.59000000000003
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1404-01,1.0,1.0,22,1.0,1.0,100.0,100.0,100.0
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1404-02,1.0,1.0426,22,0.9935,1.014,100.0,99.35000000000001,101.4
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1404-03,1.0,0.9922,22,0.9498,1.018,100.0,94.98,101.8
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1404-04,0.9988,1.0021,22,0.9208,1.0574,99.88,92.08,105.74
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1404-05,0.9943,0.9867,22,0.8812,1.0778,99.42999999999999,88.12,107.78000000000002
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1404-06,1.0,1.0186,22,0.8966,1.1079,100.0,89.66,110.79
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1404-07,1.0509,1.0945,22,0.9478,1.1576,105.08999999999999,94.78,115.75999999999999
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1404-08,1.0525,1.1001,22,0.9421,1.2022,105.25,94.21000000000001,120.22
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1404-09,1.1032,1.1323,22,1.0,1.2783,110.32,100.0,127.83
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1404-10,1.2439,1.2702,22,1.0582,1.3432,124.39,105.82000000000001,134.32
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1404-11,1.3661,1.4177,22,1.1566,1.4476,136.61,115.66000000000001,144.76
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1404-12,1.5035,1.5283,22,1.2305,1.6011,150.35,123.05,160.10999999999999
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1405-01,1.6147,1.654,22,1.3311,1.7653,161.47,133.10999999999999,176.53
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1405-02,1.7727,1.8786,22,1.4054,2.0507,177.26999999999998,140.54,205.07
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1405-03,1.8466,1.9741,22,1.3548,2.1053,184.66,135.48,210.53000000000003
موبایل-و-کالای-دیجیتال,هدفون-هدست-و-هندزفری,__no_l3__,1405-04,1.7982,1.9611,22,1.3406,2.0542,179.82,134.06,205.42
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1404-01,1.0,1.0,25,1.0,1.0,100.0,100.0,100.0
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1404-02,1.0,0.9707,25,0.9358,1.0,100.0,93.58,100.0
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1404-03,1.0,0.9568,25,0.9048,1.0,100.0,90.48,100.0
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1404-04,1.0,0.9628,25,0.9062,1.0,100.0,90.62,100.0
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1404-05,1.0,0.9667,25,0.9658,1.0,100.0,96.58,100.0
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1404-06,1.0,1.0271,25,1.0,1.0195,100.0,100.0,101.95
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1404-07,1.0642,1.1239,25,1.0,1.1185,106.42,100.0,111.85000000000001
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1404-08,1.0246,1.0737,25,0.9673,1.1231,102.46,96.73,112.31
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1404-09,1.102,1.1434,25,1.0,1.2363,110.2,100.0,123.63
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1404-10,1.3186,1.3533,25,1.228,1.511,131.86,122.8,151.1
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1404-11,1.4055,1.4448,25,1.2974,1.6117,140.55,129.74,161.17
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1404-12,1.5344,1.5167,25,1.3717,1.6826,153.44,137.17,168.26000000000002
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1405-01,1.7747,1.7416,25,1.5385,1.9324,177.47,153.85,193.23999999999998
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1405-02,2.2392,2.1636,25,1.978,2.3689,223.92,197.8,236.89
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1405-03,2.2483,2.1529,25,1.9879,2.4349,224.82999999999998,198.79,243.48999999999998
موبایل-و-کالای-دیجیتال,گوشی-موبایل,__no_l3__,1405-04,2.1072,2.0699,25,1.9176,2.343,210.72000000000003,191.76,234.3
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1404-01,1.0,1.0,67,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1404-02,1.0,1.1589,67,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1404-03,1.0,1.1538,67,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1404-04,1.0,1.1964,67,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1404-05,1.0,1.1731,67,1.0,1.0106,100.0,100.0,101.05999999999999
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1404-06,1.0,1.2053,67,1.0,1.117,100.0,100.0,111.7
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1404-07,1.0,1.225,67,1.0,1.1582,100.0,100.0,115.82
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1404-08,1.0,1.2775,67,1.0,1.2202,100.0,100.0,122.02
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1404-09,1.0968,1.3193,67,1.0,1.3397,109.68,100.0,133.97
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1404-10,1.2222,1.4421,67,1.0,1.5668,122.22,100.0,156.68
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1404-11,1.2796,1.4995,67,1.0,1.7016,127.96000000000001,100.0,170.16
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1404-12,1.3938,1.6189,67,1.0,1.8555,139.38,100.0,185.54999999999998
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1405-01,1.64,1.8786,67,1.0722,2.1439,164.0,107.22,214.39
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1405-02,2.3,2.3179,67,1.4033,2.9305,229.99999999999997,140.33,293.05
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1405-03,2.3719,2.3065,67,1.6664,2.8721,237.19,166.64000000000001,287.21000000000004
وسایل-پلاستیکی-و-یکبار-مصرف,سفره-یکبار-مصرف,__no_l3__,1405-04,2.3719,2.3527,67,1.6675,2.9038,237.19,166.75,290.38
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1404-01,1.0,1.0,78,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1404-02,1.0,6.2723,78,1.0,1.0117,100.0,100.0,101.17
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1404-03,1.0,1.0302,78,1.0,1.056,100.0,100.0,105.60000000000001
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1404-04,1.0,1.0548,78,1.0,1.0926,100.0,100.0,109.26
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1404-05,1.0,1.0728,78,1.0,1.1532,100.0,100.0,115.32
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1404-06,1.0367,1.1089,78,1.0,1.2105,103.67,100.0,121.05
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1404-07,1.0838,1.1207,78,1.0,1.2113,108.38000000000001,100.0,121.13000000000001
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1404-08,1.1316,12.5949,78,1.0,1.26,113.16,100.0,126.0
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1404-09,1.2234,65.5159,78,1.0426,1.3472,122.34,104.25999999999999,134.72
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1404-10,1.4051,83.5773,78,1.1643,1.5649,140.51,116.42999999999999,156.49
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1404-11,1.4211,80.738,78,1.2243,1.671,142.11,122.42999999999999,167.1
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1404-12,1.4612,61.8539,78,1.2541,1.7473,146.12,125.41,174.73000000000002
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1405-01,1.646,107.1216,78,1.3939,2.1681,164.6,139.39,216.81
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1405-02,2.3996,107.9418,78,1.6338,2.9464,239.96,163.38,294.64
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1405-03,2.4391,67.0886,78,2.0513,3.289,243.90999999999997,205.13,328.90000000000003
وسایل-پلاستیکی-و-یکبار-مصرف,ظروف-یکبار-مصرف,__no_l3__,1405-04,2.4182,66.991,78,2.0319,3.2334,241.82000000000002,203.18999999999997,323.34000000000003
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1404-01,1.0,1.0,61,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1404-02,1.0,1.0143,61,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1404-03,1.0,1.0301,61,1.0,1.0161,100.0,100.0,101.61
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1404-04,1.0,1.0381,61,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1404-05,1.0,1.1183,61,1.0,1.0719,100.0,100.0,107.19000000000001
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1404-06,1.0,1.1713,61,1.0,1.2036,100.0,100.0,120.36
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1404-07,1.0557,1.3413,61,1.0,1.2225,105.57000000000001,100.0,122.24999999999999
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1404-08,1.032,1.3621,61,1.0,1.2453,103.2,100.0,124.53
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1404-09,1.1456,1.4512,61,1.0,1.4004,114.56,100.0,140.04000000000002
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1404-10,1.2344,1.5051,61,1.0,1.6465,123.44,100.0,164.65
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1404-11,1.4457,1.6505,61,1.0452,1.798,144.57,104.52,179.8
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1404-12,1.619,1.7866,61,1.1122,1.9703,161.9,111.22000000000001,197.03
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1405-01,1.9031,1.9879,61,1.2286,2.4138,190.31,122.85999999999999,241.38000000000002
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1405-02,2.2632,2.3516,61,1.3901,2.773,226.32,139.01,277.3
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1405-03,2.4212,2.5343,61,1.5268,3.21,242.11999999999998,152.68,321.0
وسایل-پلاستیکی-و-یکبار-مصرف,فویل-آلومینیوم,__no_l3__,1405-04,2.4623,2.5634,61,1.5333,3.21,246.23,153.33,321.0
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1404-01,1.0,1.0,47,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1404-02,1.0,0.9959,47,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1404-03,1.0,1.0212,47,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1404-04,1.0,3.5039,47,1.0,1.0015,100.0,100.0,100.15
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1404-05,1.0,2.2463,47,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1404-06,1.0128,2.4268,47,1.0,1.0881,101.27999999999999,100.0,108.81
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1404-07,1.034,2.3037,47,1.0,1.1634,103.4,100.0,116.34
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1404-08,1.0,2.3646,47,1.0,1.2601,100.0,100.0,126.01
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1404-09,1.1918,66.6334,47,1.0,1.4634,119.17999999999999,100.0,146.34
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1404-10,1.2727,58.5923,47,1.0,1.6715,127.27,100.0,167.15
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1404-11,1.2727,58.3362,47,1.0674,1.6475,127.27,106.74,164.75
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1404-12,1.3787,58.4185,47,1.1169,1.8457,137.87,111.69,184.57
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1405-01,2.125,95.619,47,1.6767,3.2998,212.5,167.67000000000002,329.97999999999996
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1405-02,3.2683,173.113,47,2.5256,4.4963,326.83,252.55999999999997,449.63
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1405-03,3.1412,182.0379,47,2.2443,4.1295,314.12,224.43,412.95000000000005
وسایل-پلاستیکی-و-یکبار-مصرف,قوطی-و-بطری-پلاستیکی,__no_l3__,1405-04,3.1412,181.7666,47,2.2443,4.1295,314.12,224.43,412.95000000000005
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1404-01,1.0,1.0,70,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1404-02,1.0,1.0353,70,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1404-03,1.0,1.066,70,1.0,1.0829,100.0,100.0,108.28999999999999
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1404-04,1.0331,1.1015,70,1.0,1.1473,103.30999999999999,100.0,114.73
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1404-05,1.0932,1.1352,70,1.0,1.2265,109.32,100.0,122.64999999999999
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1404-06,1.135,1.1702,70,1.0013,1.2704,113.5,100.13000000000001,127.03999999999999
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1404-07,1.1979,1.2101,70,1.0046,1.3117,119.78999999999999,100.46,131.17000000000002
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1404-08,1.2772,1.2719,70,1.0197,1.4166,127.71999999999998,101.97,141.66
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1404-09,1.32,1.4269,70,1.1104,1.4885,132.0,111.04,148.85
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1404-10,1.444,1.4385,70,1.2836,1.6321,144.4,128.36,163.21
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1404-11,1.544,1.628,70,1.3633,1.7444,154.4,136.32999999999998,174.44
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1404-12,1.5899,1.6865,70,1.4541,1.8962,158.99,145.41,189.62
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1405-01,1.9112,2.0234,70,1.6355,2.2252,191.12,163.54999999999998,222.52
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1405-02,2.326,2.5408,70,1.957,2.852,232.6,195.70000000000002,285.2
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1405-03,2.6176,2.7142,70,2.2909,3.0017,261.76,229.09,300.17
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-زباله,__no_l3__,1405-04,2.6648,2.7751,70,2.3697,3.0558,266.48,236.97,305.58
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1404-01,1.0,1.0,59,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1404-02,1.0,1.0023,59,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1404-03,1.0,1.0195,59,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1404-04,1.0,1.0166,59,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1404-05,1.0,1.0387,59,1.0,1.0,100.0,100.0,100.0
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1404-06,1.0,1.049,59,1.0,1.0162,100.0,100.0,101.62
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1404-07,1.0,1.0549,59,1.0,1.1092,100.0,100.0,110.92
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1404-08,1.0,1.0613,59,1.0,1.1155,100.0,100.0,111.55
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1404-09,1.0,1.0919,59,1.0,1.1626,100.0,100.0,116.26
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1404-10,1.0,1.1342,59,1.0,1.3246,100.0,100.0,132.46
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1404-11,1.0,1.1554,59,1.0,1.3463,100.0,100.0,134.63
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1404-12,1.0348,1.2136,59,1.0,1.4904,103.47999999999999,100.0,149.04
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1405-01,1.4041,1.5156,59,1.0,1.8725,140.41,100.0,187.25
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1405-02,1.9876,2.4427,59,1.0263,2.8523,198.76,102.63,285.23
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1405-03,2.1101,2.3379,59,1.1526,2.8983,211.01000000000002,115.26,289.83
وسایل-پلاستیکی-و-یکبار-مصرف,کیسه-فریزر,__no_l3__,1405-04,2.3684,2.442,59,1.2682,3.0659,236.83999999999997,126.82,306.59000000000003
