cat_level_1,cat_level_2,cat_level_3,ym,median,mean,n,q25,q75,median_pct,q25_pct,q75_pct
مواد-غذایی,آجیل-و-خشکبار,پسته,1404-06,1.0665,1.0982,65,1.0,1.1488,106.65,100.0,114.88000000000001
مواد-غذایی,آجیل-و-خشکبار,پسته,1404-07,1.1449,1.1713,65,1.0,1.2496,114.49000000000001,100.0,124.96000000000001
مواد-غذایی,آجیل-و-خشکبار,پسته,1404-08,1.2571,1.2389,65,1.0,1.3729,125.71000000000001,100.0,137.29
مواد-غذایی,آجیل-و-خشکبار,پسته,1404-09,1.3987,1.389,65,1.1404,1.5338,139.87,114.04,153.38
مواد-غذایی,آجیل-و-خشکبار,پسته,1404-10,1.4583,1.4733,65,1.2535,1.6629,145.82999999999998,125.35000000000001,166.29
مواد-غذایی,آجیل-و-خشکبار,پسته,1404-11,1.6115,1.603,65,1.2903,1.799,161.15,129.03,179.9
مواد-غذایی,آجیل-و-خشکبار,پسته,1404-12,1.7024,1.7423,65,1.4076,1.9814,170.23999999999998,140.76,198.14000000000001
مواد-غذایی,آجیل-و-خشکبار,پسته,1405-01,1.7804,1.8368,65,1.4922,2.0863,178.04,149.22,208.63
مواد-غذایی,آجیل-و-خشکبار,پسته,1405-02,1.9114,2.0254,65,1.6986,2.1826,191.14,169.86,218.26
مواد-غذایی,آجیل-و-خشکبار,پسته,1405-03,2.1894,2.3183,65,1.9263,2.5423,218.94,192.63,254.23
مواد-غذایی,آجیل-و-خشکبار,پسته,1405-04,2.2266,2.3514,65,1.9574,2.6048,222.66,195.74,260.48
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1404-01,1.0,1.0,64,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1404-02,1.0,1.0154,64,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1404-03,1.0,1.0201,64,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1404-04,1.0,1.0201,64,1.0,1.0233,100.0,100.0,102.33000000000001
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1404-05,1.0,1.0526,64,1.0,1.0975,100.0,100.0,109.74999999999999
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1404-06,1.0289,1.0965,64,1.0,1.2067,102.88999999999999,100.0,120.67000000000002
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1404-07,1.2484,1.2824,64,1.0,1.4179,124.83999999999999,100.0,141.79
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1404-08,1.442,1.5015,64,1.0777,1.7842,144.2,107.77000000000001,178.42
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1404-09,1.4918,1.5881,64,1.1347,1.9666,149.18,113.47,196.66
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1404-10,1.5316,1.7701,64,1.2787,2.0736,153.16,127.86999999999999,207.35999999999999
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1404-11,1.774,1.894,64,1.3679,2.1686,177.4,136.79,216.86
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1404-12,1.8017,2.0035,64,1.4548,2.4077,180.17000000000002,145.48000000000002,240.77
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1405-01,1.9259,2.1484,64,1.5733,2.5506,192.59,157.32999999999998,255.06000000000003
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1405-02,2.0797,2.3181,64,1.699,2.8398,207.97,169.9,283.97999999999996
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1405-03,2.1404,2.4468,64,1.7509,3.0058,214.04000000000002,175.09,300.58
مواد-غذایی,آجیل-و-خشکبار,کشمش-و-مویز,1405-04,2.1404,2.4653,64,1.7584,3.022,214.04000000000002,175.84,302.2
مواد-غذایی,آجیل-و-خشکبار,گردو,1404-01,1.0,1.0,62,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,گردو,1404-02,1.0,1.0062,62,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,گردو,1404-03,1.0,1.0103,62,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,گردو,1404-04,1.0,1.0266,62,1.0,1.018,100.0,100.0,101.8
مواد-غذایی,آجیل-و-خشکبار,گردو,1404-05,1.0,1.1046,62,1.0,1.1814,100.0,100.0,118.14
مواد-غذایی,آجیل-و-خشکبار,گردو,1404-06,1.0445,1.1552,62,1.0,1.2671,104.45,100.0,126.71
مواد-غذایی,آجیل-و-خشکبار,گردو,1404-07,1.21,1.2687,62,1.0,1.4047,121.0,100.0,140.47
مواد-غذایی,آجیل-و-خشکبار,گردو,1404-08,1.3286,1.3179,62,1.0,1.5366,132.86,100.0,153.66
مواد-غذایی,آجیل-و-خشکبار,گردو,1404-09,1.3379,1.3468,62,1.0,1.5887,133.79000000000002,100.0,158.87
مواد-غذایی,آجیل-و-خشکبار,گردو,1404-10,1.3982,1.396,62,1.0,1.6587,139.82000000000002,100.0,165.87
مواد-غذایی,آجیل-و-خشکبار,گردو,1404-11,1.4626,1.4736,62,1.038,1.7942,146.26,103.8,179.42000000000002
مواد-غذایی,آجیل-و-خشکبار,گردو,1404-12,1.5501,1.534,62,1.1639,1.8424,155.01,116.38999999999999,184.24
مواد-غذایی,آجیل-و-خشکبار,گردو,1405-01,1.6332,1.5708,62,1.1215,1.8946,163.32,112.14999999999999,189.46
مواد-غذایی,آجیل-و-خشکبار,گردو,1405-02,1.706,1.6404,62,1.2591,2.0485,170.6,125.91000000000001,204.85000000000002
مواد-غذایی,آجیل-و-خشکبار,گردو,1405-03,1.7222,1.6829,62,1.2718,2.0753,172.22,127.18,207.53
مواد-غذایی,آجیل-و-خشکبار,گردو,1405-04,1.7578,1.6955,62,1.2771,2.0861,175.78,127.71,208.61
مواد-غذایی,لبنیات,شیر-لبنی,1404-01,1.0,1.0,40,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,لبنیات,شیر-لبنی,1404-02,1.0,1.0151,40,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,لبنیات,شیر-لبنی,1404-03,1.0,1.0323,40,1.0,1.0693,100.0,100.0,106.92999999999999
مواد-غذایی,لبنیات,شیر-لبنی,1404-04,1.0,1.0841,40,1.0,1.1853,100.0,100.0,118.53
مواد-غذایی,لبنیات,شیر-لبنی,1404-05,1.0027,1.0992,40,1.0,1.2034,100.27,100.0,120.34
مواد-غذایی,لبنیات,شیر-لبنی,1404-06,1.0643,1.1415,40,1.0,1.3259,106.43,100.0,132.59
مواد-غذایی,لبنیات,شیر-لبنی,1404-07,1.1172,1.1709,40,1.0,1.349,111.72,100.0,134.9
مواد-غذایی,لبنیات,شیر-لبنی,1404-08,1.1957,1.2064,40,1.0,1.3858,119.57,100.0,138.57999999999998
مواد-غذایی,لبنیات,شیر-لبنی,1404-09,1.215,1.2834,40,1.0,1.4957,121.50000000000001,100.0,149.57
مواد-غذایی,لبنیات,شیر-لبنی,1404-10,1.234,1.317,40,1.0,1.6028,123.4,100.0,160.28
مواد-غذایی,لبنیات,شیر-لبنی,1404-11,1.4621,1.6996,40,1.0,1.7978,146.21,100.0,179.78
مواد-غذایی,لبنیات,شیر-لبنی,1404-12,1.4869,1.7508,40,1.0,1.8985,148.69,100.0,189.85
مواد-غذایی,لبنیات,شیر-لبنی,1405-01,1.4484,1.7683,40,1.0,2.0834,144.84,100.0,208.34
مواد-غذایی,لبنیات,شیر-لبنی,1405-02,1.5726,1.5901,40,1.0,2.1544,157.26,100.0,215.44
مواد-غذایی,لبنیات,شیر-لبنی,1405-03,1.8281,1.7712,40,1.165,2.2889,182.81,116.5,228.89
مواد-غذایی,لبنیات,شیر-لبنی,1405-04,1.8616,1.8321,40,1.165,2.2889,186.16,116.5,228.89
مواد-غذایی,لبنیات,ماست,1404-01,1.0,1.0,39,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,لبنیات,ماست,1404-02,1.0,1.0091,39,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,لبنیات,ماست,1404-03,1.0,1.0397,39,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,لبنیات,ماست,1404-04,1.0,1.0682,39,1.0,1.0212,100.0,100.0,102.12
مواد-غذایی,لبنیات,ماست,1404-05,1.0,1.0832,39,1.0,1.0654,100.0,100.0,106.53999999999999
مواد-غذایی,لبنیات,ماست,1404-06,1.0,1.0835,39,1.0,1.0654,100.0,100.0,106.53999999999999
مواد-غذایی,لبنیات,ماست,1404-07,1.0,1.092,39,1.0,1.1191,100.0,100.0,111.91
مواد-غذایی,لبنیات,ماست,1404-08,1.0,1.3642,39,1.0,1.2576,100.0,100.0,125.76
مواد-غذایی,لبنیات,ماست,1404-09,1.0,1.3884,39,1.0,1.3643,100.0,100.0,136.43
مواد-غذایی,لبنیات,ماست,1404-10,1.0526,1.8936,39,1.0,1.5907,105.25999999999999,100.0,159.07
مواد-غذایی,لبنیات,ماست,1404-11,1.2,2.0398,39,1.0,1.7648,120.0,100.0,176.48
مواد-غذایی,لبنیات,ماست,1404-12,1.2655,2.0583,39,1.0,1.8625,126.55000000000001,100.0,186.25
مواد-غذایی,لبنیات,ماست,1405-01,1.3333,2.0345,39,1.0,1.8411,133.32999999999998,100.0,184.10999999999999
مواد-غذایی,لبنیات,ماست,1405-02,1.4426,2.0376,39,1.0,1.9938,144.26000000000002,100.0,199.38
مواد-غذایی,لبنیات,ماست,1405-03,1.7401,2.2489,39,1.0719,2.2751,174.01,107.19000000000001,227.51000000000002
مواد-غذایی,لبنیات,ماست,1405-04,1.8736,2.268,39,1.1683,2.3089,187.35999999999999,116.82999999999998,230.89
مواد-غذایی,لبنیات,پنیر,1404-01,1.0,1.0,44,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,لبنیات,پنیر,1404-02,1.0,1.0095,44,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,لبنیات,پنیر,1404-03,1.0,1.6959,44,1.0,1.0745,100.0,100.0,107.45
مواد-غذایی,لبنیات,پنیر,1404-04,1.0,1.7199,44,1.0,1.1593,100.0,100.0,115.93
مواد-غذایی,لبنیات,پنیر,1404-05,1.042,1.801,44,1.0,1.1922,104.2,100.0,119.22
مواد-غذایی,لبنیات,پنیر,1404-06,1.0,1.407,44,1.0,1.2601,100.0,100.0,126.01
مواد-غذایی,لبنیات,پنیر,1404-07,1.0429,1.4443,44,1.0,1.2892,104.28999999999999,100.0,128.92
مواد-غذایی,لبنیات,پنیر,1404-08,1.1698,1.9832,44,1.0,1.3859,116.97999999999999,100.0,138.59
مواد-غذایی,لبنیات,پنیر,1404-09,1.2976,2.6966,44,1.0382,1.5374,129.76000000000002,103.82000000000001,153.74
مواد-غذایی,لبنیات,پنیر,1404-10,1.4301,2.545,44,1.1797,1.5277,143.01,117.97,152.77
مواد-غذایی,لبنیات,پنیر,1404-11,1.5561,4.3233,44,1.2775,1.8079,155.61,127.75000000000001,180.79000000000002
مواد-غذایی,لبنیات,پنیر,1404-12,1.6531,4.3751,44,1.2614,1.9019,165.31,126.14000000000001,190.19
مواد-غذایی,لبنیات,پنیر,1405-01,1.8674,4.6649,44,1.2879,2.1418,186.74,128.79,214.18
مواد-غذایی,لبنیات,پنیر,1405-02,1.9311,4.8974,44,1.551,2.3199,193.11,155.1,231.99
مواد-غذایی,لبنیات,پنیر,1405-03,2.1567,5.2564,44,1.7834,2.6452,215.67,178.34,264.52
مواد-غذایی,لبنیات,پنیر,1405-04,2.2309,5.2955,44,1.87,2.6935,223.09,187.0,269.34999999999997
مواد-غذایی,لبنیات,کره,1404-01,1.0,1.0,44,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,لبنیات,کره,1404-02,1.0,1.0041,44,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,لبنیات,کره,1404-03,1.0,2.6403,44,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,لبنیات,کره,1404-04,1.0,2.339,44,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,لبنیات,کره,1404-05,1.0,2.3463,44,1.0,1.0322,100.0,100.0,103.22
مواد-غذایی,لبنیات,کره,1404-06,1.0,2.3436,44,1.0,1.0322,100.0,100.0,103.22
مواد-غذایی,لبنیات,کره,1404-07,1.0,2.5195,44,1.0,1.0837,100.0,100.0,108.37
مواد-غذایی,لبنیات,کره,1404-08,1.0,2.7107,44,1.0,1.0921,100.0,100.0,109.21000000000001
مواد-غذایی,لبنیات,کره,1404-09,1.0154,2.7492,44,1.0,1.1998,101.54,100.0,119.98
مواد-غذایی,لبنیات,کره,1404-10,1.1906,6.3608,44,1.0,1.3863,119.06000000000002,100.0,138.63
مواد-غذایی,لبنیات,کره,1404-11,1.3406,6.6948,44,1.095,1.773,134.06,109.5,177.29999999999998
مواد-غذایی,لبنیات,کره,1404-12,1.4218,7.0325,44,1.1248,2.0153,142.18,112.48,201.52999999999997
مواد-غذایی,لبنیات,کره,1405-01,1.5141,10.0838,44,1.2242,2.5144,151.41,122.42,251.44000000000003
مواد-غذایی,لبنیات,کره,1405-02,1.6215,9.9823,44,1.395,3.0296,162.15,139.5,302.96
مواد-غذایی,لبنیات,کره,1405-03,1.7511,6.4215,44,1.4266,3.3078,175.11,142.66,330.78
مواد-غذایی,لبنیات,کره,1405-04,1.7511,6.4344,44,1.4266,3.3078,175.11,142.66,330.78
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1404-01,1.0,1.0,64,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1404-02,1.0,1.0194,64,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1404-03,1.0,1.0364,64,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1404-04,1.0,1.0701,64,1.0,1.062,100.0,100.0,106.2
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1404-05,1.0,1.0901,64,1.0,1.0803,100.0,100.0,108.03
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1404-06,1.0,1.0714,64,1.0,1.1036,100.0,100.0,110.35999999999999
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1404-07,1.0,1.0633,64,1.0,1.1036,100.0,100.0,110.35999999999999
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1404-08,1.0,1.0825,64,1.0,1.1575,100.0,100.0,115.75
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1404-09,1.0,1.5041,64,1.0,1.2983,100.0,100.0,129.83
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1404-10,1.0093,1.4766,64,1.0,1.3097,100.93,100.0,130.97
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1404-11,1.1549,1.9202,64,1.0,1.3906,115.49000000000001,100.0,139.06
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1404-12,1.1549,2.0612,64,1.0,1.5539,115.49000000000001,100.0,155.39000000000001
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1405-01,1.1549,2.2885,64,1.0,1.8937,115.49000000000001,100.0,189.37
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1405-02,1.4963,2.886,64,1.0731,2.5209,149.63,107.30999999999999,252.09
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1405-03,1.6833,3.3735,64,1.1755,2.7653,168.33,117.55,276.53
مواد-غذایی,نوشیدنی-ها,آب-معدنی-و-گازدار,1405-04,1.6458,3.5024,64,1.2085,2.7733,164.57999999999998,120.85,277.33
مواد-غذایی,نوشیدنی-ها,آبمیوه,1404-01,1.0,1.0,47,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,نوشیدنی-ها,آبمیوه,1404-02,1.0198,1.0402,47,1.0,1.0646,101.98,100.0,106.46
مواد-غذایی,نوشیدنی-ها,آبمیوه,1404-03,1.0832,1.0833,47,1.0,1.1705,108.32,100.0,117.05000000000001
مواد-غذایی,نوشیدنی-ها,آبمیوه,1404-04,1.1103,1.102,47,1.0,1.2066,111.03,100.0,120.66
مواد-غذایی,نوشیدنی-ها,آبمیوه,1404-05,1.1103,1.1071,47,1.0,1.2444,111.03,100.0,124.44
مواد-غذایی,نوشیدنی-ها,آبمیوه,1404-06,1.1436,1.1373,47,1.0,1.2698,114.36,100.0,126.98
مواد-غذایی,نوشیدنی-ها,آبمیوه,1404-07,1.25,1.1944,47,1.0,1.337,125.0,100.0,133.7
مواد-غذایی,نوشیدنی-ها,آبمیوه,1404-08,1.286,1.2587,47,1.1222,1.3978,128.6,112.22000000000001,139.78
مواد-غذایی,نوشیدنی-ها,آبمیوه,1404-09,1.3553,1.2841,47,1.1496,1.463,135.53,114.96,146.3
مواد-غذایی,نوشیدنی-ها,آبمیوه,1404-10,1.3676,1.3558,47,1.2793,1.5291,136.76,127.93,152.91
مواد-غذایی,نوشیدنی-ها,آبمیوه,1404-11,1.4552,1.4471,47,1.2784,1.5718,145.52,127.84,157.18
مواد-غذایی,نوشیدنی-ها,آبمیوه,1404-12,1.5199,1.5239,47,1.4026,1.7321,151.99,140.26000000000002,173.21
مواد-غذایی,نوشیدنی-ها,آبمیوه,1405-01,1.6164,1.5681,47,1.4746,1.8285,161.64000000000001,147.45999999999998,182.85
مواد-غذایی,نوشیدنی-ها,آبمیوه,1405-02,1.8646,2.019,47,1.6627,2.2481,186.46,166.27,224.81
مواد-غذایی,نوشیدنی-ها,آبمیوه,1405-03,2.1349,2.3006,47,1.8344,2.5447,213.49,183.44,254.47000000000003
مواد-غذایی,نوشیدنی-ها,آبمیوه,1405-04,2.1349,2.315,47,1.8344,2.5885,213.49,183.44,258.84999999999997
مواد-غذایی,نوشیدنی-ها,قهوه,1404-01,1.0,1.0,70,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,نوشیدنی-ها,قهوه,1404-02,1.0014,1.0301,70,1.0,1.0623,100.14,100.0,106.23
مواد-غذایی,نوشیدنی-ها,قهوه,1404-03,1.0346,1.0485,70,1.0,1.0827,103.46,100.0,108.27
مواد-غذایی,نوشیدنی-ها,قهوه,1404-04,1.0584,1.086,70,1.0,1.1324,105.84,100.0,113.24000000000001
مواد-غذایی,نوشیدنی-ها,قهوه,1404-05,1.07,1.1146,70,1.0,1.1439,107.0,100.0,114.38999999999999
مواد-غذایی,نوشیدنی-ها,قهوه,1404-06,1.1378,1.1688,70,1.0,1.2413,113.77999999999999,100.0,124.13000000000001
مواد-غذایی,نوشیدنی-ها,قهوه,1404-07,1.2296,1.2073,70,1.0191,1.3687,122.96000000000001,101.91,136.87
مواد-غذایی,نوشیدنی-ها,قهوه,1404-08,1.2891,1.2853,70,1.0588,1.4517,128.91,105.88,145.17
مواد-غذایی,نوشیدنی-ها,قهوه,1404-09,1.3614,1.7481,70,1.1903,1.5956,136.14,119.02999999999999,159.56
مواد-غذایی,نوشیدنی-ها,قهوه,1404-10,1.4466,1.8342,70,1.263,1.7266,144.66000000000003,126.29999999999998,172.66
مواد-غذایی,نوشیدنی-ها,قهوه,1404-11,1.5993,1.9762,70,1.3229,1.8793,159.93,132.29,187.93
مواد-غذایی,نوشیدنی-ها,قهوه,1404-12,1.6863,2.0611,70,1.3966,1.9717,168.63,139.66,197.17
مواد-غذایی,نوشیدنی-ها,قهوه,1405-01,1.8774,2.3968,70,1.5606,2.1869,187.74,156.06,218.69
مواد-غذایی,نوشیدنی-ها,قهوه,1405-02,2.3547,2.5054,70,1.7757,2.6289,235.46999999999997,177.57,262.89
مواد-غذایی,نوشیدنی-ها,قهوه,1405-03,2.5779,3.0443,70,2.0578,2.8738,257.79,205.77999999999997,287.38
مواد-غذایی,نوشیدنی-ها,قهوه,1405-04,2.6253,3.0678,70,2.0661,2.9139,262.53000000000003,206.61,291.39
مواد-غذایی,نوشیدنی-ها,ماء-الشعیر,1404-01,1.0,1.0,46,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,نوشیدنی-ها,ماء-الشعیر,1404-02,1.0,1.038,46,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,نوشیدنی-ها,ماء-الشعیر,1404-03,1.0,1.0947,46,1.0,1.12,100.0,100.0,112.00000000000001
مواد-غذایی,نوشیدنی-ها,ماء-الشعیر,1404-04,1.0,1.1007,46,1.0,1.1213,100.0,100.0,112.13
مواد-غذایی,نوشیدنی-ها,ماء-الشعیر,1404-05,1.0,1.0958,46,1.0,1.1974,100.0,100.0,119.74000000000001
